序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
758,B16-X21,35.68,0.356,2,2,2
759,B16-X21,35.73,0.369,2,2,2
760,B16-X21,35.68,2.77,2,2,2
761,B16-X21,35.99,0.697,2,2,2
762,B16-X21,35.58,0.456,2,2,2
763,B16-X21,35.16,0.753,2,2,2
764,B16-X21,34.72,2.29,2,2,2
765,B16-X21,36.65,0.497,2,2,2
766,B16-X21,36.21,1.42,2,2,2
767,B16-X21,34.85,1.77,2,2,2
768,B16-X21,36.34,0.702,2,2,2
769,B16-X21,35.81,0.735,2,2,2
770,B16-X21,35.24,0.395,2,2,2
771,B16-X21,34.94,0.401,2,2,2
772,B16-X21,34.63,0.634,2,2,2
773,B16-X21,34.3,0.586,2,2,2
774,B16-X21,34.06,2.37,2,2,2
775,B16-X21,35.99,0.392,2,2,2
776,B16-X21,35.62,0.351,2,2,2
777,B16-X21,35.29,0.695,2,2,2
778,B16-X21,34.63,0.922,2,2,2
779,B16-X21,33.75,1.72,2,2,2
780,B16-X21,35.38,2.06,2,2,2
781,B16-X21,37.18,0.62,2,2,2
782,B16-X21,36.59,0.577,3,3,3
783,B16-X21,36.04,0.845,3,3,3
784,B16-X21,35.28,0.939,3,3,3
785,B16-X21,34.41,0.76,3,3,3
786,B16-X21,33.72,0.867,3,3,3
787,B16-X21,32.92,0.842,3,3,3
788,B16-X21,32.16,0.988,3,3,3
789,B16-X21,31.29,1.14,3,3,3
790,B16-X21,30.19,0.95,3,3,3
791,B16-X21,29.4,0.801,3,3,3
792,B16-X21,28.65,0.556,3,3,3
793,B16-X21,28.12,0.829,3,3,3
794,B16-X21,27.51,1.85,3,3,3
795,B16-X21,26.72,0.224,3,3,3
796,B16-X21,26.93,0.194,3,3,3
797,B16-X21,27.11,0.278,3,3,3
798,B16-X21,26.86,0.333,3,3,3
799,B16-X21,26.54,0.244,3,3,3
800,B16-X21,26.39,0.219,3,3,3
801,B16-X21,26.28,0.428,3,3,3
802,B16-X21,26.22,0.424,3,3,3
803,B16-X21,26.19,0.35,3,3,3
804,B16-X21,26.32,0.196,3,3,3
805,B16-X21,26.38,0.237,3,3,3
806,B16-X21,26.43,0.147,3,3,3
807,B16-X21,26.49,0.0,3,3,3
808,B16-X21,26.49,0.0,3,3,3
