序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
6088,Z80-X7,32.1,0.446,1,1,1
6089,Z80-X7,32.42,0.44,1,1,1
6090,Z80-X7,32.73,0.45,1,1,1
6091,Z80-X7,33.05,0.454,1,1,1
6092,Z80-X7,33.37,0.446,1,1,1
6093,Z80-X7,33.68,0.454,1,1,1
6094,Z80-X7,34.0,1.84,1,1,1
6095,Z80-X7,33.7,0.465,2,2,2
6096,Z80-X7,33.63,0.463,2,2,2
6097,Z80-X7,33.57,0.463,2,2,2
6098,Z80-X7,33.5,1.22,2,2,2
6099,Z80-X7,33.39,1.22,2,2,2
6100,Z80-X7,33.29,1.22,2,2,2
6101,Z80-X7,33.18,0.449,2,2,2
6102,Z80-X7,33.61,0.673,2,2,2
6103,Z80-X7,34.23,0.674,2,2,2
6104,Z80-X7,34.85,0.685,2,2,2
6105,Z80-X7,35.48,0.483,2,2,2
6106,Z80-X7,35.9,1.35,2,2,2
6107,Z80-X7,37.2,1.36,2,2,2
6108,Z80-X7,38.5,3.27,2,2,2
6109,Z80-X7,36.0,1.33,3,3,3
6110,Z80-X7,35.11,3.02,3,3,3
6111,Z80-X7,32.26,0.59,3,3,3
6112,Z80-X7,32.83,0.6,3,3,3
6113,Z80-X7,33.4,0.0704,3,3,3
6114,Z80-X7,33.44,0.11,3,3,3
6115,Z80-X7,33.53,0.665,3,3,3
6116,Z80-X7,34.15,2.23,3,3,3
6117,Z80-X7,32.5,0.706,3,3,3
6118,Z80-X7,31.82,0.0906,3,3,3
6119,Z80-X7,31.75,0.219,3,3,3
6120,Z80-X7,31.73,0.428,3,3,3
6121,Z80-X7,31.33,0.394,3,3,3
6122,Z80-X7,31.01,3.92,3,3,3
6123,Z80-X7,27.32,3.89,3,3,3
6124,Z80-X7,23.64,1.22,3,3,3
6125,Z80-X7,22.46,1.23,3,3,3
6126,Z80-X7,21.27,1.14,3,3,3
6127,Z80-X7,20.17,1.67,3,3,3
6128,Z80-X7,18.59,0.87,3,3,3
6129,Z80-X7,17.75,1.12,3,3,3
6130,Z80-X7,16.67,1.13,3,3,3
6131,Z80-X7,15.58,1.12,3,3,3
6132,Z80-X7,14.5,1.35,3,3,3
6133,Z80-X7,13.2,1.16,3,3,3
6134,Z80-X7,12.1,1.23,3,3,3
6135,Z80-X7,11.07,1.1,3,3,3
6136,Z80-X7,10.5,0.622,3,3,3
6137,Z80-X7,10.06,0.53,3,3,3
6138,Z80-X7,9.97,0.526,3,3,3
6139,Z80-X7,9.89,0.522,3,3,3
6140,Z80-X7,9.8,0.587,3,3,3
6141,Z80-X7,9.42,0.575,3,3,3
6142,Z80-X7,9.04,0.562,3,3,3
6143,Z80-X7,8.66,0.22,3,3,3
6144,Z80-X7,8.63,0.219,3,3,3
6145,Z80-X7,8.61,0.221,3,3,3
6146,Z80-X7,8.6,0.218,3,3,3
6147,Z80-X7,8.57,0.148,3,3,3
6148,Z80-X7,8.43,0.282,3,3,3
6149,Z80-X7,8.3,0.0,3,3,3
6150,Z80-X7,8.3,0.0,3,3,3
